"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Margin of Error","±0.2","","±0.8","±0.8","±0.5","±0.6","±0.4","±0.4","±0.5","±0.6","±0.5","±0.4","","±0.2","±0.6","±3.8","±0.8","±8.1","±0.9","±1.3","±0.5","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.2","±1.2","±0.5","","±0.9","±0.2","","±0.9","","±0.2","±0.9","±0.4","±0.4","±0.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62.1%","","32.2%","67.2%","79.0%","80.4%","81.5%","80.1%","75.6%","64.1%","31.2%","8.3%","","62.1%","60.6%","56.3%","65.0%","75.9%","62.7%","61.5%","62.8%","61.9%","76.4%","","79.3%","73.6%","74.2%","72.0%","66.8%","77.1%","","36.1%","81.8%","","40.3%","","77.6%","56.2%","71.5%","78.7%","84.8%"
"        Margin of Error","±0.2","","±0.7","±0.9","±0.7","±0.6","±0.4","±0.4","±0.6","±0.6","±0.6","±0.4","","±0.2","±0.6","±4.2","±0.8","±9.9","±0.9","±1.5","±0.6","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.2","±1.3","±0.6","","±0.8","±0.2","","±0.8","","±0.2","±1.0","±0.4","±0.4","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.0%","","19.3%","10.2%","6.9%","5.8%","4.9%","4.7%","4.2%","4.0%","4.1%","3.2%","","5.0%","10.4%","11.6%","5.2%","10.3%","10.5%","10.7%","9.4%","4.6%","5.6%","","5.8%","5.3%","5.7%","5.5%","8.9%","5.0%","","28.1%","4.2%","","14.6%","","5.0%","11.3%","7.2%","5.2%","2.9%"
"        Margin of Error","±0.1","","±1.0","±0.6","±0.5","±0.4","±0.3","±0.2","±0.3","±0.4","±0.4","±0.7","","±0.1","±0.6","±3.3","±0.5","±8.3","±0.8","±1.3","±0.4","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.8","±1.1","±0.3","","±1.1","±0.1","","±0.9","","±0.1","±0.8","±0.3","±0.2","±0.1"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","777,026","","48,482","59,224","66,417","61,201","110,598","124,254","67,766","64,910","104,186","69,988","","550,615","165,526","3,337","29,914","379","12,910","14,345","59,579","508,971","554,370","","269,733","284,637","90,781","19,364","17,855","53,562","","60,250","483,312","","56,452","","495,146","45,943","149,682","135,768","163,753"
"        Margin of Error","±593","","±606","±254","±183","±160","±181","±137","±1,323","±1,309","±124","±120","","±1,105","±1,071","±444","±586","±140","±1,032","±1,173","±197","±493","±208","","±143","±149","±1,687","±1,108","±1,020","±1,361","","±2,207","±2,227","","±2,001","","±193","±1,401","±2,721","±2,519","±2,542"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62.5%","","39.5%","74.3%","84.2%","84.2%","84.1%","83.0%","73.8%","56.7%","25.7%","7.5%","","61.1%","65.2%","65.0%","67.2%","58.0%","68.2%","68.2%","69.4%","60.5%","78.3%","","81.9%","75.0%","79.0%","76.3%","70.1%","83.0%","","48.8%","83.4%","","43.8%","","78.8%","60.0%","73.2%","81.4%","87.1%"
"        Margin of Error","±0.3","","±1.9","±1.3","±1.1","±1.0","±0.8","±0.8","±1.2","±1.4","±0.8","±0.8","","±0.4","±0.8","±7.2","±1.7","±13.2","±2.9","±3.3","±1.4","±0.3","±0.4","","±0.5","±0.6","±0.9","±2.3","±2.4","±1.1","","±1.6","±0.4","","±1.7","","±0.4","±1.7","±0.9","±0.7","±0.6"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","58.6%","","32.4%","66.3%","77.4%","79.0%","79.6%","79.5%","70.8%","54.5%","24.5%","7.3%","","57.8%","59.6%","60.3%","64.5%","52.8%","64.1%","62.3%","65.0%","57.3%","73.8%","","76.7%","71.1%","74.8%","72.1%","66.6%","78.4%","","37.7%","79.6%","","37.6%","","74.7%","54.7%","68.4%","76.9%","84.3%"
"        Margin of Error","±0.3","","±1.7","±1.7","±1.3","±1.1","±0.9","±0.9","±1.2","±1.4","±0.8","±0.8","","±0.4","±0.9","±7.6","±1.7","±13.0","±2.9","±3.3","±1.5","±0.3","±0.4","","±0.6","±0.6","±1.0","±2.5","±2.4","±1.3","","±1.5","±0.4","","±1.6","","±0.4","±1.8","±1.0","±0.7","±0.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.5%","","17.7%","9.5%","6.2%","5.2%","4.5%","4.0%","3.9%","3.8%","4.5%","2.9%","","4.7%","8.1%","5.7%","3.8%","5.2%","5.6%","7.7%","5.7%","4.6%","5.0%","","5.2%","4.9%","5.0%","4.1%","4.8%","5.3%","","22.4%","3.8%","","13.8%","","4.5%","8.8%","6.3%","4.1%","2.7%"
"        Margin of Error","±0.3","","±2.2","±1.1","±0.9","±0.8","±0.6","±0.4","±0.7","±0.8","±1.0","±1.2","","±0.3","±0.7","±3.6","±0.9","±9.1","±1.8","±2.0","±0.9","±0.3","±0.3","","±0.4","±0.4","±0.7","±1.0","±1.5","±0.9","","±1.8","±0.2","","±2.2","","±0.3","±1.2","±0.6","±0.6","±0.3"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","579,127","","32,130","52,881","82,793","79,079","102,301","76,123","36,739","33,411","48,154","35,516","","254,127","258,159","1,801","25,655","376","24,185","14,824","57,042","228,162","463,327","","222,117","241,210","55,321","17,592","10,832","26,897","","63,003","384,595","","44,186","","410,446","31,395","64,538","62,196","252,317"
"        Margin of Error","±459","","±620","±413","±110","±103","±123","±107","±906","±902","±72","±66","","±1,249","±986","±341","±540","±77","±1,418","±1,050","±162","±291","±420","","±221","±385","±1,400","±1,015","±810","±1,131","","±2,381","±2,548","","±1,540","","±127","±1,613","±1,831","±1,782","±1,924"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","70.4%","","30.1%","66.2%","88.2%","89.8%","89.1%","82.5%","70.0%","56.4%","35.2%","10.7%","","80.2%","59.1%","55.4%","75.5%","94.9%","79.9%","78.3%","78.7%","80.4%","81.5%","","82.5%","80.5%","80.0%","82.7%","73.3%","81.0%","","44.4%","89.3%","","45.6%","","83.5%","58.8%","67.3%","76.2%","92.4%"
"        Margin of Error","±0.4","","±2.3","±2.1","±1.0","±1.0","±0.8","±0.9","±1.6","±1.8","±1.3","±1.0","","±0.5","±0.7","±11.9","±1.7","±6.5","±2.1","±2.1","±1.3","±0.5","±0.5","","±0.6","±0.7","±1.4","±2.6","±3.6","±1.7","","±1.9","±0.4","","±2.1","","±0.4","±2.9","±1.6","±1.4","±0.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.1%","","21.9%","56.9%","82.2%","85.3%","82.9%","76.0%","65.1%","53.0%","33.8%","10.2%","","77.1%","51.1%","49.4%","72.9%","89.4%","75.5%","72.2%","74.6%","77.4%","75.5%","","76.3%","74.8%","70.9%","75.7%","63.1%","70.9%","","27.8%","85.2%","","37.1%","","77.9%","50.5%","56.9%","67.7%","89.2%"
"        Margin of Error","±0.4","","±1.9","±2.2","±1.0","±1.1","±0.8","±1.0","±1.6","±1.9","±1.3","±1.0","","±0.6","±0.7","±11.8","±1.7","±8.8","±2.4","±2.4","±1.4","±0.6","±0.5","","±0.6","±0.7","±1.6","±2.8","±3.8","±2.0","","±1.6","±0.5","","±2.1","","±0.4","±2.8","±1.5","±1.4","±0.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.9%","","25.8%","12.2%","6.3%","4.3%","6.0%","7.3%","6.8%","5.8%","4.0%","4.6%","","2.7%","13.2%","8.8%","2.9%","5.1%","4.9%","6.9%","4.3%","2.6%","6.6%","","6.3%","6.9%","11.2%","8.0%","13.7%","12.4%","","37.3%","4.0%","","18.3%","","6.0%","14.1%","15.3%","10.4%","2.7%"
"        Margin of Error","±0.4","","±3.9","±1.6","±0.7","±0.6","±0.7","±0.7","±1.0","±1.2","±1.2","±2.1","","±0.3","±0.8","±7.5","±0.7","±6.5","±1.6","±1.7","±0.9","±0.3","±0.4","","±0.5","±0.5","±1.3","±1.6","±3.6","±1.8","","±2.8","±0.3","","±2.6","","±0.3","±2.2","±1.4","±1.0","±0.3"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,201,999","","964,771","1,271,483","1,396,796","1,320,057","2,525,283","2,742,034","1,431,138","1,345,009","2,321,394","1,884,034","","13,242,277","2,595,275","49,300","478,337","10,182","483,154","343,474","4,189,139","9,729,325","12,031,800","","5,938,998","6,092,802","1,903,704","425,879","359,305","1,118,520","","1,531,547","10,285,939","","1,201,626","","10,760,317","1,151,571","2,997,186","3,336,577","3,274,983"
"        Margin of Error","±3,131","","±3,644","±1,871","±1,169","±1,171","±1,756","±1,478","±5,522","±5,552","±909","±838","","±9,655","±5,668","±2,238","±2,428","±744","±8,692","±7,029","±1,850","±3,524","±1,568","","±1,356","±1,264","±14,766","±6,857","±4,993","±10,711","","±13,586","±14,078","","±8,915","","±1,561","±11,906","±21,998","±15,289","±24,326"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","58.8%","","33.4%","73.7%","82.0%","81.8%","82.2%","79.8%","70.2%","54.0%","22.6%","5.9%","","57.2%","63.4%","57.7%","62.4%","65.2%","69.4%","65.8%","65.7%","54.3%","76.1%","","80.4%","71.9%","74.5%","71.2%","67.6%","77.9%","","48.0%","81.7%","","39.4%","","76.4%","61.1%","72.3%","78.2%","83.7%"
"        Margin of Error","±0.1","","±0.4","±0.3","±0.3","±0.3","±0.2","±0.2","±0.3","±0.4","±0.2","±0.1","","±0.1","±0.2","±2.0","±0.6","±4.1","±0.6","±0.7","±0.2","±0.1","±0.1","","±0.1","±0.2","±0.3","±0.6","±0.6","±0.3","","±0.4","±0.1","","±0.4","","±0.1","±0.4","±0.2","±0.2","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","55.2%","","26.7%","65.4%","75.8%","76.8%","78.0%","76.3%","67.2%","52.0%","21.7%","5.6%","","54.1%","57.3%","53.0%","59.3%","61.4%","65.1%","60.2%","62.1%","51.4%","71.7%","","75.5%","68.0%","70.2%","66.2%","62.5%","74.2%","","37.5%","78.2%","","34.3%","","72.5%","56.2%","67.8%","74.1%","80.8%"
"        Margin of Error","±0.1","","±0.4","±0.4","±0.3","±0.3","±0.2","±0.2","±0.3","±0.4","±0.2","±0.1","","±0.1","±0.2","±1.9","±0.6","±4.5","±0.7","±0.8","±0.2","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.6","±0.7","±0.3","","±0.4","±0.1","","±0.4","","±0.1","±0.4","±0.2","±0.2","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.6%","","18.9%","9.7%","6.4%","5.3%","4.6%","4.2%","4.2%","3.8%","3.9%","4.1%","","4.8%","9.1%","7.3%","4.4%","5.3%","5.8%","7.5%","5.2%","4.7%","5.2%","","5.2%","5.3%","5.6%","6.7%","7.2%","4.7%","","21.9%","3.8%","","12.6%","","4.7%","8.0%","6.0%","4.7%","2.9%"
"        Margin of Error","±0.1","","±0.6","±0.3","±0.2","±0.2","±0.1","±0.1","±0.2","±0.2","±0.2","±0.4","","±0.1","±0.2","±1.4","±0.3","±2.7","±0.4","±0.4","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.4","±0.4","±0.2","","±0.4","±0.1","","±0.4","","±0.1","±0.3","±0.2","±0.1","±0.1"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,187,263","","583,596","715,388","743,604","697,170","1,374,134","1,407,128","666,857","592,901","867,295","539,190","","4,935,212","2,539,058","28,649","332,901","4,694","199,132","147,617","665,123","4,520,489","6,197,182","","3,024,577","3,172,605","1,149,711","254,850","230,348","664,513","","807,501","5,239,383","","650,623","","5,481,794","639,441","1,455,929","1,592,232","1,794,192"
"        Margin of Error","±2,737","","±3,086","±2,238","±1,545","±1,904","±2,034","±1,722","±4,886","±4,911","±1,338","±1,069","","±5,655","±4,445","±1,696","±1,849","±635","±5,249","±3,598","±1,109","±2,086","±2,374","","±2,040","±1,685","±7,686","±4,394","±3,412","±5,947","","±9,792","±10,421","","±7,191","","±2,399","±7,520","±11,875","±9,694","±13,958"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.2%","","34.6%","72.9%","81.7%","81.5%","81.7%","80.0%","70.0%","53.5%","23.9%","6.7%","","62.1%","64.4%","61.0%","65.7%","66.9%","69.9%","65.4%","70.2%","61.4%","76.3%","","81.0%","71.9%","74.5%","71.6%","67.6%","78.0%","","49.3%","82.2%","","39.9%","","76.8%","58.0%","70.8%","78.9%","86.4%"
"        Margin of Error","±0.1","","±0.5","±0.5","±0.4","±0.4","±0.3","±0.3","±0.4","±0.6","±0.3","±0.2","","±0.2","±0.2","±2.6","±0.5","±6.7","±0.8","±1.1","±0.4","±0.2","±0.1","","±0.2","±0.2","±0.3","±0.7","±0.9","±0.4","","±0.5","±0.1","","±0.5","","±0.2","±0.7","±0.4","±0.3","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59.1%","","27.3%","63.4%","74.7%","75.9%","77.5%","76.8%","67.5%","51.8%","23.1%","6.5%","","58.8%","58.5%","55.4%","63.1%","59.8%","66.3%","58.6%","66.2%","58.1%","71.6%","","75.7%","67.8%","69.9%","66.0%","62.2%","74.1%","","38.7%","78.5%","","34.8%","","72.7%","52.9%","66.6%","74.1%","83.6%"
"        Margin of Error","±0.1","","±0.5","±0.5","±0.4","±0.4","±0.3","±0.3","±0.4","±0.6","±0.3","±0.2","","±0.2","±0.2","±2.6","±0.5","±7.1","±0.9","±1.1","±0.4","±0.2","±0.1","","±0.2","±0.2","±0.4","±0.8","±0.8","±0.4","","±0.5","±0.2","","±0.5","","±0.2","±0.6","±0.4","±0.3","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.7%","","19.4%","10.7%","6.8%","5.5%","4.4%","3.7%","3.6%","3.2%","3.4%","3.0%","","4.2%","8.6%","7.5%","3.5%","6.6%","4.2%","8.1%","4.3%","4.3%","5.2%","","5.0%","5.5%","5.9%","7.4%","7.8%","4.9%","","21.3%","3.7%","","11.9%","","4.5%","8.7%","5.6%","4.8%","2.6%"
"        Margin of Error","±0.1","","±0.9","±0.4","±0.3","±0.3","±0.2","±0.1","±0.2","±0.3","±0.3","±0.6","","±0.1","±0.2","±1.5","±0.3","±3.5","±0.5","±0.8","±0.3","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.5","±0.5","±0.3","","±0.6","±0.1","","±0.6","","±0.1","±0.4","±0.2","±0.2","±0.1"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,149,147","","62,074","94,068","104,547","99,760","178,976","174,021","92,001","90,094","143,921","109,685","","303,565","22,001","3,106","472,243","108,734","13,990","225,508","97,847","272,710","833,467","","425,979","407,488","133,145","32,313","28,310","72,522","","71,551","739,328","","63,043","","739,399","44,510","198,422","247,270","249,197"
"        Margin of Error","±679","","±692","±223","±194","±165","±213","±212","±1,302","±1,298","±190","±154","","±1,273","±728","±442","±2,666","±1,626","±1,301","±3,127","±243","±324","±245","","±148","±197","±1,640","±1,178","±1,119","±1,526","","±2,331","±2,507","","±1,855","","±211","±1,626","±3,183","±3,302","±3,126"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.4%","","38.8%","80.6%","83.6%","83.2%","85.5%","83.6%","77.6%","63.1%","32.5%","7.5%","","65.9%","79.2%","60.2%","63.0%","63.4%","77.0%","69.0%","71.0%","65.2%","80.7%","","84.8%","76.5%","75.0%","66.2%","68.3%","81.5%","","45.9%","84.7%","","47.3%","","80.8%","65.3%","76.3%","81.5%","86.3%"
"        Margin of Error","±0.2","","±1.2","±0.8","±0.8","±0.8","±0.7","±0.5","±0.8","±1.0","±0.8","±0.5","","±0.5","±1.9","±5.0","±0.4","±1.0","±2.3","±0.7","±1.1","±0.6","±0.3","","±0.4","±0.5","±0.8","±1.7","±2.1","±1.0","","±1.4","±0.3","","±1.4","","±0.3","±1.6","±0.7","±0.6","±0.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59.2%","","30.1%","60.1%","70.5%","74.2%","78.1%","80.0%","75.0%","61.6%","31.8%","7.3%","","54.3%","47.1%","50.3%","60.8%","58.0%","59.9%","64.2%","59.9%","54.1%","72.9%","","73.5%","72.3%","70.9%","60.4%","63.5%","78.4%","","36.1%","78.3%","","41.3%","","74.6%","61.2%","70.3%","74.0%","80.9%"
"        Margin of Error","±0.3","","±1.3","±1.0","±1.0","±1.0","±0.7","±0.6","±0.9","±1.0","±0.8","±0.5","","±0.6","±2.3","±5.0","±0.4","±1.1","±3.1","±0.7","±1.2","±0.6","±0.3","","±0.4","±0.5","±0.9","±2.0","±2.2","±1.1","","±1.4","±0.3","","±1.4","","±0.4","±1.7","±0.8","±0.7","±0.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.3%","","15.4%","8.6%","4.7%","4.0%","4.1%","2.9%","3.0%","2.3%","2.2%","2.9%","","4.6%","9.3%","4.9%","2.6%","7.5%","5.2%","5.3%","6.0%","4.5%","4.0%","","4.2%","3.9%","3.9%","5.8%","5.4%","2.8%","","20.4%","3.1%","","9.1%","","3.5%","6.0%","4.9%","3.8%","2.0%"
"        Margin of Error","±0.2","","±1.8","±0.9","±0.5","±0.4","±0.4","±0.3","±0.5","±0.5","±0.4","±1.2","","±0.4","±1.9","±3.2","±0.2","±0.7","±1.9","±0.4","±0.7","±0.4","±0.2","","±0.3","±0.3","±0.4","±1.2","±1.1","±0.4","","±1.8","±0.2","","±1.1","","±0.2","±1.1","±0.4","±0.3","±0.2"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
